"album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","artist_name"
"226","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Cream of Gold","0jpkcDAHj36wgXBI9Pt95R",0.347,0.628,"C",-9.227,"major",0.0329,0.017,0.0498,0.184,0.256,83.972,227507,4,"C major",32,"Pavement"
"227","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Major Leagues","06zR2rZzKysFZE0pmnqen9",0.514,0.43,"B",-13.303,"major",0.0316,0.368,0.537,0.155,0.516,167.094,204960,4,"B major",35,"Pavement"
"228","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Platform Blues","2luaF7E3mvBJmOXthLT8RQ",0.354,0.529,"F#",-11.307,"minor",0.0532,0.0344,0.126,0.121,0.179,117.486,282467,4,"F# minor",26,"Pavement"
"229","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Ann Don't Cry","3eA5bva9K9yVpcMfi7SafV",0.597,0.276,"C",-15.859,"major",0.031,0.152,0.242,0.135,0.261,79.306,249773,4,"C major",28,"Pavement"
"230","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Billie","6tMPFKeoOM41rJuSa99Wnn",0.213,0.495,"F#",-10.765,"major",0.0337,0.034,0.000361,0.101,0.165,87.503,224333,4,"F# major",26,"Pavement"
"231","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"Speak, See, Remember","1y0K9c45IId5TG5ce5TBHs",0.501,0.469,"A",-9.67,"major",0.0307,0.251,0.000297,0.295,0.526,111.972,259960,5,"A major",25,"Pavement"
"232","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"The Hexx","0fQ5dDwezUcgi0UgNn8x1X",0.377,0.374,"D#",-13.146,"major",0.0279,0.211,0.0512,0.131,0.119,147.09,339267,4,"D# major",38,"Pavement"
"233","4bBe2R6eVr2jteHwVJxBIZ","Terror Twilight","https://i.scdn.co/image/7b053b1e0f3dcb0721f00562d9a50b029ae14e5f","1999-06-08",1999-06-08,41,"...And Carrot Rope","5KzXuS6Q9PxRJYgH4eggLm",0.546,0.338,"A",-10.659,"major",0.0315,0.169,1.39e-06,0.277,0.492,143.045,232533,4,"A major",39,"Pavement"
"234","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Gold Soundz (Remastered)","3uDInsJZo7CsTZLQsBKmwy",0.452,0.69,"A",-6.92,"major",0.0308,0.0609,0,0.14,0.501,126.303,160320,4,"A major",50,"Pavement"
"235","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Frontwards (Remastered)","0AKzN2r2bqEAzxYZFklLEw",0.339,0.772,"D",-6.958,"major",0.0372,4.49e-05,0.426,0.0766,0.515,114.744,181600,4,"D major",47,"Pavement"
"236","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Mellow Jazz Docent (Remastered)","3H3NQ4s0FfTFyDkz7X5teS",0.285,0.881,"G",-5.656,"major",0.0424,7.15e-05,0.847,0.0572,0.499,112.949,112907,4,"G major",34,"Pavement"
"237","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Stereo (Remastered)","7s2ReBjdd2e040za7WU0vZ",0.716,0.667,"D",-7.39,"major",0.0533,0.155,7.43e-05,0.142,0.44,109.071,187747,4,"D major",44,"Pavement"
"238","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"In The Mouth A Desert (Remastered)","0wAPHePBHskwWP7ePQzmuR",0.446,0.747,"G",-4.184,"major",0.033,0.00398,0.00343,0.123,0.496,104.899,228440,4,"G major",38,"Pavement"
"239","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Two States (Remastered)","74btlpEsKuEJiW08ZnWqOD",0.582,0.753,"D",-5.262,"minor",0.0433,0.000449,5.16e-05,0.204,0.863,129.855,108787,4,"D minor",33,"Pavement"
"240","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Cut Your Hair (Remastered)","5nG6XQckfjnPkDyxDGDFFV",0.469,0.825,"E",-6.612,"minor",0.0319,0.00554,0.00199,0.133,0.659,110.839,185693,4,"E minor",50,"Pavement"
"241","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Shady Lane/J Vs. S (Remastered)","6JVtEGmOdW43pixpWwevnE",0.49,0.665,"C",-6.656,"major",0.0447,0.326,0.000817,0.318,0.105,111.042,230947,4,"C major",42,"Pavement"
"242","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Here (Remastered)","46dLIT0LU1cYzNvm9tOS1A",0.528,0.403,"A",-6.668,"major",0.0354,0.847,0.0117,0.116,0.3,92.514,235800,4,"A major",36,"Pavement"
"243","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Unfair (Remastered)","1HiHcReMuqEM7d5nTobCrN",0.368,0.901,"A",-6.075,"major",0.0534,0.00188,0.368,0.423,0.645,126.17,151253,4,"A major",33,"Pavement"
"244","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Grounded (Remastered)","0V4nGeuNKg3e1DqODJ6uft",0.292,0.655,"A",-6.688,"major",0.029,0.000623,0.0863,0.139,0.297,151.997,255560,4,"A major",47,"Pavement"
"245","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Summer Babe (Winter Version) [Remastered]","3Cw5corFYZsKc6dIbOBXgl",0.37,0.863,"D",-5.946,"major",0.0285,4.52e-06,0.905,0.0614,0.58,97.357,194960,4,"D major",38,"Pavement"
"246","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Range Life (Remastered)","7y4CzGTfqZLDTvEj3pfWRg",0.548,0.802,"A",-7.092,"major",0.0292,0.05,1.76e-05,0.189,0.705,112.835,296000,4,"A major",52,"Pavement"
"247","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Date w/ IKEA (Remastered)","4BYPW2Bis4GlamNPIauFpg",0.39,0.833,"D",-5.515,"major",0.0617,0.00162,0.0205,0.0785,0.779,116.983,158107,4,"D major",31,"Pavement"
"248","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Debris Slide (Remastered)","3FyuIcY7kAatTxWQtrgwyV",0.295,0.995,"C",-3.613,"major",0.131,0.00015,0.00123,0.116,0.062,124.01,116107,4,"C major",29,"Pavement"
"249","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Shoot The Singer (1 Sick Verse) [Remastered]","6AZYuR13fmVsVZmaqqzmfk",0.558,0.729,"G",-7.076,"major",0.026,0.00115,0.8,0.235,0.296,132.141,194987,4,"G major",37,"Pavement"
"250","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Spit On A Stranger (Remastered)","3JVR4KBSEJuhmwvyfdLiEp",0.419,0.603,"D",-9.596,"major",0.0341,0.135,0.674,0.198,0.397,82.459,181707,4,"D major",45,"Pavement"
"251","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Heaven Is A Truck (Remastered)","5NhH0LDePxDFHAtwmL37PH",0.336,0.573,"A",-8.482,"major",0.0295,0.0727,9.06e-05,0.363,0.477,168.353,149693,4,"A major",29,"Pavement"
"252","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Trigger Cut/Wounded-Kite At :17 (Remastered)","7qQEmYR0tCTkkfKaAMYnu0",0.504,0.854,"G",-5.787,"major",0.0605,0.267,0.000127,0.0782,0.186,121.787,195787,4,"G major",29,"Pavement"
"253","75MSNWQwcQAAM2MHGX8JaI","Quarantine The Past: The Best Of Pavement","https://i.scdn.co/image/6ef6402000639dbb88b93839677531437f15fec8","2010-03-08",2010-03-08,53,"Embassy Row (Remastered)","56g5I3K7NychFBkZyA82eb",0.463,0.746,"A",-5.514,"minor",0.0368,0.0147,0,0.12,0.273,136.513,230800,4,"A minor",31,"Pavement"
"1","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Come Home","5TUCY2d7lMPKLmri97qfCF",0.459,0.942,"C#",-7.574,"major",0.0402,2.83e-05,0.619,0.079,0.833,101.768,309133,4,"C# major",43,"Placebo"
"2","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Teenage Angst","1TJKT0lwL1UVCakuPvuEl1",0.489,0.923,"F",-7.721,"minor",0.0308,1.15e-05,0.256,0.221,0.755,120.015,162467,4,"F minor",45,"Placebo"
"3","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Bionic","4klcZZ6ajls77cWCVcPkWn",0.606,0.796,"G#",-8.056,"major",0.0277,0.00205,0.835,0.108,0.594,124.183,300200,4,"G# major",42,"Placebo"
"4","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"36 Degrees","2oPT7bK5Sp4m9zo0sApzZn",0.357,0.909,"C#",-8.5,"major",0.0513,2.08e-05,0.0281,0.216,0.414,169.553,185160,4,"C# major",45,"Placebo"
"5","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Hang on to Your IQ","3jSdWMRTl0WNEkRjkWlRwq",0.489,0.884,"A#",-9.021,"major",0.0297,0.000917,0.0656,0.142,0.742,81.371,313173,4,"A# major",37,"Placebo"
"6","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Nancy Boy","1ZOeXUr9ieWw80zs1T6pkp",0.391,0.958,"A#",-5.494,"major",0.0832,0.000181,0.000899,0.122,0.326,89.88,210933,4,"A# major",52,"Placebo"
"7","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"I Know","1N8UZjYJarJpclLKBdaGwd",0.348,0.625,"G#",-8.084,"major",0.0243,0.000918,0.0811,0.122,0.148,97.035,284000,4,"G# major",46,"Placebo"
"8","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Bruise Pristine","7wf3NbGxanYc3qy9NqdNde",0.355,0.901,"C#",-7.652,"major",0.0348,4.3e-05,0.578,0.295,0.692,176.7,215760,4,"C# major",38,"Placebo"
"9","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Lady of the Flowers","2FfiXZdVAaX2MuIhcCTjsy",0.423,0.621,"F#",-8.945,"major",0.029,0.000602,0.318,0.107,0.141,141.493,287507,3,"F# major",37,"Placebo"
"10","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"Swallow","1Aj2d9CFXy7gSz4XDUWEs8",0.325,0.603,"G#",-9.848,"minor",0.0377,0.0186,0.782,0.182,0.181,162.217,294293,5,"G# minor",33,"Placebo"
"11","57d7iI3YmpeAvbJGmvLBVu","Placebo","https://i.scdn.co/image/38b872443895db50efa2c2891234ee8ece3c453a","1996-06-17",1996-06-17,49,"H. K. Farewell - Hidden Track","0ogyDeSw3pTFRz5BEdylVk",0.557,0.617,"F",-11.396,"major",0.0322,0.765,0.868,0.0887,0.578,98.469,453053,4,"F major",32,"Placebo"
"12","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Pure Morning","1TqmZVIyeD4aN4Wa0wbnfy",0.387,0.898,"G#",-6.835,"major",0.0675,0.0372,4.04e-05,0.11,0.202,81.354,254760,4,"G# major",60,"Placebo"
"13","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Brick Shithouse","7bYdGVl8JluKBaWULGPrv0",0.354,0.954,"E",-7.061,"major",0.0987,0.000585,0.8,0.362,0.261,104.634,198173,4,"E major",39,"Placebo"
"14","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"You Don't Care About Us","79DaDiGhVkVQj8c6jmOffI",0.273,0.933,"A#",-6.599,"major",0.0988,7.71e-05,0.763,0.232,0.314,85.194,238400,4,"A# major",46,"Placebo"
"15","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Ask for Answers","6b5VuaBxklSx6AJDMITbWO",0.335,0.342,"G#",-14.15,"major",0.032,0.0989,0.695,0.333,0.077,111.371,319667,5,"G# major",38,"Placebo"
"16","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Without You I'm Nothing","0HCLFxsxnpBXSpU0XjvPa1",0.255,0.607,"A#",-7.722,"minor",0.0343,0.000294,0.06,0.134,0.189,133.431,248893,4,"A# minor",48,"Placebo"
"17","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Allergic (To Thoughts of Mother Earth)","0gB9NJfShsqxIkOURifK9K",0.311,0.92,"G#",-6.771,"major",0.0531,1.62e-05,0.855,0.0897,0.0713,118.194,229173,4,"G# major",42,"Placebo"
"18","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"The Crawl","0rNUGUBibZ5yB3VAbjYEzN",0.674,0.356,"D#",-14.694,"minor",0.0306,0.739,0.482,0.115,0.165,130.735,179293,4,"D# minor",39,"Placebo"
"19","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Every You Every Me","3tRv4ZYZimrL27flnjgeR6",0.478,0.923,"A#",-7.547,"major",0.0569,2.7e-05,0.719,0.325,0.165,133.134,213800,4,"A# major",68,"Placebo"
"20","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"My Sweet Prince","2t8aD5qhFkocYhbyEvDBT1",0.465,0.225,"A#",-16.118,"major",0.0355,0.513,0.0431,0.101,0.0419,121.896,345267,3,"A# major",45,"Placebo"
"21","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Summer's Gone","5I9hOb6ykyFofgbg7ckW61",0.217,0.729,"G#",-9.223,"major",0.0433,0.275,0.285,0.107,0.159,121.884,185533,4,"G# major",38,"Placebo"
"22","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Scared of Girls","34pCRFoabI7UAI0C6Y9GUh",0.39,0.815,"A#",-7.879,"minor",0.121,9.08e-06,0.943,0.108,0.474,123.7,181040,4,"A# minor",37,"Placebo"
"23","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Burger Queen","439uj7xeQ3vGnWafAvqmGe",0.566,0.325,"G#",-15.07,"major",0.0322,0.493,0.913,0.113,0.0393,84.287,373460,4,"G# major",38,"Placebo"
"24","2cDDG5rnwEgjNL8Q0cO9Zd","Without You Im Nothing","https://i.scdn.co/image/4c6018671d59dcfb5e7f4bf43f9e4fbefc1652d0","1998-10-12",1998-10-12,60,"Evil Dildo - Hidden Track","42AIXZQXPAWjrRDMDiP7mV",0.277,0.867,"G#",-9.117,"major",0.088,0.00236,0.754,0.639,0.0813,115.292,477664,4,"G# major",34,"Placebo"
"25","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Taste in Men","24edGtzvotH0TO8ZgZgNRy",0.391,0.887,"C",-4.612,"minor",0.0597,0.00316,0.0556,0.0882,0.32,101.969,255000,4,"C minor",45,"Placebo"
"26","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Days Before You Came","7Jba5mhmgxNJVqxwvp5lKf",0.418,0.971,"A#",-3.664,"minor",0.0811,2.04e-05,0.77,0.294,0.424,90.109,153027,4,"A# minor",43,"Placebo"
"27","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Special K","63peVCtLTPd0aM9x5j97sB",0.397,0.942,"C#",-2.53,"major",0.0869,0.000227,0.24,0.14,0.356,158.99,232307,4,"C# major",55,"Placebo"
"28","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Spite and Malice","0T0hrNvPhttRQPKJzm4yF4",0.595,0.9,"C#",-4.564,"major",0.0299,3.25e-06,0.262,0.124,0.396,107.044,217467,4,"C# major",37,"Placebo"
"29","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Passive Aggressive","34HSUJ4F3wRUIX89HwOBQz",0.394,0.51,"F#",-8.407,"major",0.0335,0.00367,0.378,0.112,0.1,108.275,324027,4,"F# major",44,"Placebo"
"30","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Black-Eyed","3HJgJWqeTKX3gwoZrn4R56",0.474,0.879,"B",-4.9,"major",0.0469,0.00208,0.0352,0.135,0.385,123.864,228107,4,"B major",45,"Placebo"
"31","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Blue American","4ehdlBQVbyKAJk1FexoVYk",0.424,0.501,"A#",-13.506,"minor",0.0474,0.209,0.0077,0.1,0.112,110.641,211227,5,"A# minor",35,"Placebo"
"32","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Slave to the Wage","5FFdGnY5RFCoAwQbcdCASP",0.513,0.962,"A#",-5.93,"minor",0.0752,0.00031,0.686,0.245,0.488,142.211,246907,4,"A# minor",46,"Placebo"
"33","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Commercial for Levi","1Fofc2VUTVD6FOeFwCBEkh",0.81,0.661,"A#",-3.729,"major",0.0325,0.283,7.29e-05,0.132,0.641,102.058,140760,4,"A# major",38,"Placebo"
"34","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Haemoglobin","7Iu1TcpaMc60XJMliwFKT1",0.449,0.89,"F#",-5.965,"minor",0.0462,2.1e-06,0.931,0.12,0.523,142.006,226107,4,"F# minor",36,"Placebo"
"35","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Narcoleptic","6rWiSclqazCogCXypYLOTv",0.513,0.389,"G#",-10.416,"major",0.0265,0.134,0.000414,0.106,0.166,98.759,262333,4,"G# major",34,"Placebo"
"36","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Peeping Tom","4gqJVqsakgio6NAJX7odKL",0.363,0.529,"F#",-7.239,"major",0.0272,0.583,0.000987,0.0865,0.108,169.425,316531,4,"F# major",36,"Placebo"
"37","7gLNPbL9arQdIl4aj4hBcq","Black Market Music","https://i.scdn.co/image/0a6838f2188a17e07e6978451dff0da76648ac40","2000-10-09",2000-10-09,51,"Black Market Blood - Hidden Track","7sfLBybK0Q8ZjlvP6LGRNA",0.282,0.438,"G#",-10.055,"major",0.0497,0.194,0.00954,0.107,0.153,176.069,237769,4,"G# major",32,"Placebo"
"38","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"Running Up That Hill","6RHHbAbyIcPpvS1dP3KUGq",0.45,0.356,"A#",-13.692,"minor",0.0337,0.269,0.515,0.0944,0.0839,179.937,297320,4,"A# minor",62,"Placebo"
"39","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"Where Is My Mind? - XFM Live Version","3fR6HdcPn0VHjMBnbGvCQc",0.37,0.636,"F",-6.303,"major",0.03,7.15e-05,0.00806,0.349,0.192,155.491,224560,4,"F major",51,"Placebo"
"40","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"Bigmouth Strikes Again","3ZraDQXCMu1YHhdvk2Ro2p",0.34,0.854,"C#",-7.593,"minor",0.111,0.13,3.53e-06,0.135,0.161,142.26,234653,4,"C# minor",43,"Placebo"
"41","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"Johnny and Mary","3wy3Iw1YIEGyLsi6ektwM5",0.519,0.908,"C#",-4.879,"major",0.047,0.000107,0.596,0.0756,0.811,162.936,205693,4,"C# major",45,"Placebo"
"42","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"20th Century Boy","2fEEWFSczDEkevfOr5VeTB",0.489,0.972,"E",-3.891,"major",0.0706,0.00947,5.04e-06,0.133,0.496,138.445,220800,4,"E major",37,"Placebo"
"43","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"The Ballad of Melody Nelson","2GRpUdEZOmQkREFCdfZjc5",0.543,0.532,"B",-10.294,"minor",0.0694,0.000371,0.21,0.319,0.742,177.491,238080,4,"B minor",32,"Placebo"
"44","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"Holocaust","2hDzeIHnC4dGTQDyPyq714",0.54,0.575,"C",-7.895,"major",0.0354,0.866,0.00297,0.115,0.302,111.734,267840,4,"C major",32,"Placebo"
"45","42LvsxgKnHYVu7PQRXmURw","Covers","https://i.scdn.co/image/c2cd6b22de40401c4bb98dff666c91b7687319ef","2003-03-24",2003-03-24,54,"I Feel You","15f32bWnmaGikPD9gN0Ke4",0.332,0.921,"A#",-5.502,"minor",0.0885,0.0893,0.091,0.197,0.221,122.76,386267,3,"A# minor",36,"Placebo"
